Question,Answer
271ـ ماذا تعرف عن عين مزاجها الكافور؟ ,     هى شراب الأبرار
272- هل تعرف طعام أهل الجنة؟ ,     طعام أهل الجنة من اللحم والطير والفواكه وكل ما اشتهت أنفسهم ( لهم ما 
273- ما هى ثمار الجنة؟ ,     ثمار الجنة ( التين - العنب - الرمان - الطلح ( الموز ) والبلح ( النخيل ) 
274- من هو البراء بن مالك الأنصاري ؟ ,     هو البطل الكرار الفارس المغوار صاحب رسول الله صلى الله عليه و سلم و أخو 
275- ماذا تعرف عن حادثة الإسراء والمعراج؟ ,     تضيء معجزة الإسراء والمعراج بفيض من النور الرباني العظيم كمعجزة فريدة في 
276- ما فضائل المبادرة إلى المسجد؟ ,     المبادرةُ إلى المسجد وانتظارُ إقامة الصلاة والاشتغالُ بالذكر والقراءة 
277- هل تعرف دعاء آدم - عليه الصلاة والسلام؟ ,     قال : اللهم إنك تعلم سري وعلانيتي فاقبل معذرتي - وتعلم حاجتي فاعطني سؤالي 
278- ما حكم تارك الصلاة ؟ ,     تارك الصلاة أحد نفرين من الناس: الأول: ينكر الصلاة كأمر تكليفى وهذا هو 
279- هل يجب الوضوء من لحوم الغنم والأبل أم ؟ ,     فقط لحم الجزور هو الوارد يحب الوضوء بعد أكله لأن النبى صلى الله عليه وسلم 
280- ما هى دلالات أركان الإسلام في الصلاة؟ ,     في الصلاة شهادة ألا إله إلا الله وأن محمد رسول الله وفيها الزكاة فأنت تزكى 
281ـ ماذا تسمى سورة قريش ؟ ,     سورة الإيلاف .
282ـ ماذا تسمى سورة النصر ؟ ,     سورة التوديع .
283ـ سورة الفاتحة لماذا سميت بفاتحة الكتاب رغم أنها ليست أول ما نزل من ,     القرآن ؟ 
"284ـ من هم "" المغضوب عليهم "" ؟ ولماذا ؟ ",     اليهود ، لأنهم علموا الحق فتركوه وحادوا عنه على علم فاستحقوا غضب الله .
"285ـ من هم "" الضالين "" ؟ ولماذا ؟ ",     النصارى لأنهم حادوا عن الحق جهلاً فكانوا على ضلال بين في شأن عيسى عليه 
286ـ ما اجر من قال بسم الله الذي لا يضر مع أسمه شيء في الأرض ولا في السماء ,     وهو السميع العليم ؟ . 
287ـ لماذا خلق الله النجوم ؟ ,     خلقها لثلاث : زينة للسماء ، ورجوماً للشياطين وعلامات يهتدى بها في البر 
288ـ ما المقصود بالهماز واللماز ؟ ,     الهماز الذي يذكر الناس بالشر في وجههم ، اللماز الذي يذكرهم في مغيبهم .
"289ـ ما معنى "" سنسمه على الخرطوم "" ؟ ",     أي سوف نجعل له الوسم بالسواد على انفه فيكون له على انفه علامه وذلك حين 
"290ـ "" سأل سائل بعذاب واقع "" من هو هذا السائل ؟ ",     النضر بن الحارث .
291ـ ما هي السورة التي استمع لها الجن وقالوا سمعناً قرآناً عجبا ؟ ,"     سورة العلق "" اقرأ باسم ربك الذي خلق "" ."
"292ـ "" يوم ترجف الراجفة "".. ما المقصود بالراجفة ؟ ",     النفخة الأولى التي يموت بها جميع الخلائق .
"293ـ "" تتبعها الرادفة "" ما المقصود بالرادفة ؟ ",     النفخة الثانية التي يكون عندها البعث .
294ـ 1ـ كم عدد سجدات التلاوة ؟ ,     15 في 14سورة .
295ـ ما هو اسم أبو لهب ؟ ,     عبد العزى
296ـ ما أجر من كظم غيظه ؟ ,     دعاه الله يوم القيامة على روؤس الخلائق حتى يخيره في أي الحور شاء .
297ـ ما هو أجر من بنى لله مسجداً يبتغي به وجه الله ؟ ,     بنى الله له بيتاً في الجنة .
298ـ ما فضل قراءة آية الكرسي بعد الفرائض وعند النوم ؟ ,     من قرائها لا يقربه شيطان ولم يمنعه من دخول الجنة إلا الموت .
299ـ ما فضل ذكر أذكار الصباح والمساء ؟ ,     من داوم عليها كان حقاً على الله أن يتم عليه نعمته وعافيته وستره .
300ـ ما أجر قول سبحان الله العظيم وبحمده ؟ ,     من قالها غرست له نخلة في الجنة . 
302ـ ما أوضع وأذل اسم عند الله ؟ ,     رجل تسمى بملك الملوك
303ـ ما أجر من فقد بصره فصبر ؟ ,     عوضه الله عنهما الجنه .
304ـ ما أجر إزالة الأذى من الطريق ؟ ,     جعله الله فاعلها يتقلب في الجنة في شجرة قطعها من ظهر طريق كانت تؤذي الناس 
305ـ ما اجر الإحسان إلى البنات ؟ ,     كن ستراً له من النار .
306ـ من السبعون ألفاً الذين يدخلون الجنة بلا حساب ولا عذاب ؟ ,     الذين لا يكتوون ولا يسترقون ولا يتطيرون وعلى ربهم يتوكلون .
307ـ ما أجر من صلى لله أربعين يوماً في جماعة مدرك التكبيرة الأولى ؟ ,     كتبت له براءتان : براءة من النار وبراءة من النفاق .
308ـ ما أجر من صلى العشاء في جماعة ؟ ,     كان كمن قام نصف الليل .
309ـ ما هو أجر الإكثار من السجود ؟ ,     لا تسجد لله سجدة إلا رفعك الله بها درجة وحط عنك خطيئة .
310ـ ما أجر من صلى الصبح في جماعة ؟ ,     كان كمن صلى الليل كله وهو في ذمة الله .
311ـ ما اجر كثرة الخطى إلى المساجد ؟ ,     أعد الله لمن غدا أو راح نزلاً في الجنة .
312ـ ما فضل صلاة الجماعة عن صلاة الفذ ؟ ,     صلاة الجماعة تفضل صلاة الفذ بسبع وعشرين درجة .
313ـ ما أجر من صلى ركعتين بعد الوضوء ؟ ,     من اقبل على الركعتين بقلبه ووجهه وجبت له الجنة .
314ـ ما اجر إتقان الوضوء ؟ ,     من توضأ فأحسن الوضوء خرجت خطاياه من جسده حتى تخرج من تحت اظفاره .
315ـ ما اجر من شهد الجنازة حتى الصلاة وحتى الدفن ؟ ,     من شهدها حتى الصلاة فله قيراط اما حتى الدفن كان له قيراطان ، قيل ما 
316ـ ما اجر من صلى في يوم وليلة اثنتي عشرة ركعة ؟ ,"     بني له بيت في الجنة . والركعات كالتالي : "" أربعاً قبل الظهر وركعتين بعدها "
317ـ متى تقال أذكار الصباح ؟ ومتى تقال أذكار المساء ؟ ,     أذكار الصباح تقال بعد صلاة الفجر .. وأذكار المساء تقال بعد صلاة العصر .
318ـ ما هي أركان العمرة ؟ ,     ثلاثة : الإحرام ـ طواف العمرة ـ سعي العمرة .
319ـ ما هي واجبات العمرة ؟ ,     اثنان : الإحرام من الميقات ـ الحلق أو التقصير .
320ـ ما هي الحاقة ولماذا سميت بهذا الإسم ؟ ,     القيامة وسميت بالحاقة لأنها تظهر فيها الحقائق .
321ـ ما القارعة ؟ ,     القيامة وسميت بذلك لأنها تقرع الناس بأهوالها .
"322ـ "" وأما عاد فأهلكوا بريح صرصر "" .. ما الريح الصرصر ؟ ",     أي الشديدة البرد .
"323ـ "" .. مؤمنات قانتات تائبات عابدات سائحات .. "" ما معنى سائحات ؟ ",     صائمات
324ـ كم مدة موقف العباد للحساب ؟ ,     خمسين ألف سنة ، ثم يستقر بعد ذلك أهل الجنة في الجنة ، وأهل النار في النار 
"325ـ "" كأنهم حمر مستنفرة "" ما هي الحمر المستنفرة ؟ ",     الحمير الشديدة النفار .
326ـ ما هو الصور ؟ ,     القرن الذي ينفخ فيه اسرافيل .
"327ـ "" فلا اقسم بالخنس "" ما الخنس ؟ ",     الكواكب ، فهي تخنس بالنهار فتختفي تحت ضوء الشمس ولا ترى .
"328ـ "" والعاديات ضبحا "" ما معنى ضبحا ؟ ",     الضبح صوت أنفاس الخيل إذا عدت .
329ـ ما أجر قراءة آخر آيتين من سورة البقرة ؟ ,     من قرائهما قبل النوم كفته من شرور كل شيء .
330ـ على من يطلق اسم اسرائيل ؟ ,     على يعقوب بن اسحاق .
س331- ما حكم تارك الصلاة ؟ ,     تارك الصلاة أحد نفرين من الناس: الأول: ينكر الصلاة كأمر تكليفى وهذا هو 
س333- ما هى دلالات أركان الإسلام في الصلاة؟ ,     في الصلاة شهادة ألا إله إلا الله وأن محمد رسول الله وفيها الزكاة فأنت تزكى 
س361- هل تقضى سنن فائتة ؟ ,     لصلاة الصبح سنة مؤكدة قبلها فهى تقضى كالفرض فقط . 
371ـ من هو الخليفة الأموي الذي أمر ببناء قبة الصخرة ؟ ,     الخليفة عبد الملك بن مروان .
"372ـ قال تعالى : "" قال موعدكم يوم الزينة وان يحشر الناس ضحى "" ؟ ما هو يوم ",     الزينة ؟ 
373ـ هناك اسم أخر لقابيل ما هو ؟ ,     قاين .
374ـ من حامل لواء المسلمين ببدروأحد ؟ ,     مصعب بن عمير
375ـ من الخليفة الذي أمر بترجمة الكتب إلى العربية ؟ ,     أبو جعفر المنصور .
"376ـ قال تعالى : "" وإذ أسر النبي على بعض أزواجه "" من هي ؟ ",     حفصة بنت عمر .
377ـ ما معنى قولهم : رواه السبعة ؟ ,     أي البخاري ، ومسلم ، وأبو داود ، والترمذي ، والنسائي ، وابن ماجه ، وأحمد .
